Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sanity,Chrome 114.0.0.0,,,2023-07-09 22:26:40,2023-07-09 22:34:40,7m - 59.980s,FAILED
,,,,,,,
Test Cases/Sanity/SIQ-TC-12402,Chrome 114.0.0.0,,,2023-07-09 22:28:30,2023-07-09 22:30:59,2m - 28.478s,PASSED
"callTestCase(findTestCase(""Login Logout/Login""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-09 22:28:30,2023-07-09 22:29:05,35.004s,PASSED
delay(6),Chrome 114.0.0.0,,,2023-07-09 22:29:05,2023-07-09 22:29:11,6.010s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/New Folder/Page_SalesIQ Home  Salesforce/span_Quota Refinement""), 10)",Chrome 114.0.0.0,,,2023-07-09 22:29:11,2023-07-09 22:29:12,0.427s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_SalesIQ Home  Salesforce/span_Quota Refinement""), STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-09 22:29:12,2023-07-09 22:29:12,0.549s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_SalesIQ Home  Salesforce/span_Quota Refinement""))",Chrome 114.0.0.0,,,2023-07-09 22:29:12,2023-07-09 22:29:13,0.869s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_Show All""), 10)",Chrome 114.0.0.0,,,2023-07-09 22:29:13,2023-07-09 22:29:15,1.770s,PASSED
"rightClick(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_Show All""))",Chrome 114.0.0.0,,,2023-07-09 22:29:15,2023-07-09 22:29:22,7.396s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_New Folder""))",Chrome 114.0.0.0,,,2023-07-09 22:29:22,2023-07-09 22:29:24,1.737s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/div_Name""), 10)",Chrome 114.0.0.0,,,2023-07-09 22:29:24,2023-07-09 22:29:25,0.477s,PASSED
"setText(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/input_Name_FolderName""), QL)",Chrome 114.0.0.0,,,2023-07-09 22:29:25,2023-07-09 22:29:27,2.808s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/input_Name_slds-button slds-button_brand""))",Chrome 114.0.0.0,,,2023-07-09 22:29:27,2023-07-09 22:29:29,1.273s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_12345""))",Chrome 114.0.0.0,,,2023-07-09 22:29:29,2023-07-09 22:29:35,5.832s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_New Quota Refinement""), 0)",Chrome 114.0.0.0,,,2023-07-09 22:29:35,2023-07-09 22:29:35,0.857s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_New Quota Refinement""), 0)",Chrome 114.0.0.0,,,2023-07-09 22:29:35,2023-07-09 22:29:36,0.420s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_New Quota Refinement""))",Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:36,0.625s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/lightning-spinner_Loading""))",Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:36,0.003s,NOT_RUN
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/input_Name_quotaName""))",Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:36,0.002s,NOT_RUN
now = new java.util.Date(),Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:36,0.013s,PASSED
"val = now.format(""yyyy-mm-dd HH:mm:s"")",Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:36,0.004s,PASSED
"println(""Test"" + val)",Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:36,0.005s,PASSED
Nameof = val,Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:36,0.001s,PASSED
"println(""GVB"" + Nameof)",Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:36,0.001s,PASSED
"setText(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/input_Name_quotaName""), val)",Chrome 114.0.0.0,,,2023-07-09 22:29:36,2023-07-09 22:29:37,0.010s,NOT_RUN
"setText(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/input_Name_quotaName""), val)",Chrome 114.0.0.0,,,2023-07-09 22:29:37,2023-07-09 22:29:41,4.220s,PASSED
delay(8),Chrome 114.0.0.0,,,2023-07-09 22:29:41,2023-07-09 22:29:49,8.010s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/lightning-spinner_Loading""))",Chrome 114.0.0.0,,,2023-07-09 22:29:49,2023-07-09 22:29:49,0.477s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/div_Business UnitBusiness UnitVacAllergybuB_99ca2d""))",Chrome 114.0.0.0,,,2023-07-09 22:29:49,2023-07-09 22:29:49,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_Select Business Unit""))",Chrome 114.0.0.0,,,2023-07-09 22:29:49,2023-07-09 22:29:50,0.934s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/span_Vac""))",Chrome 114.0.0.0,,,2023-07-09 22:29:50,2023-07-09 22:29:51,0.605s,PASSED
"click(findTestObject(""Object Repository/New Folder/Page_Lightning Experience  Salesforce/button_Select Team""))",Chrome 114.0.0.0,,,2023-07-09 22:29:51,2023-07-09 22:29:52,0.904s,PASSED
